"Id";"Organisations";"Regional/national entities";"Implementing Partners";"Countries";"Regions";"Cities";"Specific Objectives";"Sectors";"Beneficiaries";"Donors";"Overall Budget (in euros)";"Allocated Budget (in euros)";"Context";"Starting Date";"Ending Date";"First Cash Date";"excel.maket_assessment";"Coordination Mechanisms";"Modalities";"Type of Intervention";"Contact Person Name";"Contact Person Position";"Contact Email Address";"Organisation Website";"Language";"Description";"Data sharing allowed";"Media";"Additional Fields"
"911";"CARE";"CARE Bangladesh";"Solidarity";"Bangladesh";"Rangpur - 2500";"";"Flood response";"Food security and livelihood";"2500";"Department for International Development (DFID)";"";"487500";"";"12/2014";"2/2015";"1/";"";"";"Unconditional grant, Mobile phone, Mobile banking (DBBL), 2500, 65, 3#";"";"";"";"";"";"English";"Main criteria: 
Highly affected household by North-west flood in 2014, Severe damage and loss in livelihood like standing crop, livestock and other livelihood, Households with no means to get back from the loss by its own, Households which have no or little access to income generating activities, Affected day labor, small and marginal farmers, Families whose house and property damaged or washed away by the flood, Socially excluded people like female-headed households, widow, elderly people, differently able people,minority group and child headed households, Presence of vulnerable people in family's in particular pregnant and lactating women.

Process:
Community consultation meeting, BNF Primary List preparation, House to house survey based on the Primary List, List Finalization, BNF Validation and BNF list Approval";"no";"";""
"953";"IFRC/National Societies";"Philippines Red Cross";"";"Philippines";"Cebu - 2728, Capiz - 2908, Aklan - 2931, Antique - 3577, Leyte - 6192";"";"Affected households whose houses were damaged to be repaired or retrofitted back better";"Shelter, settlement";"18336";"IFRC/National Societies";"";"";"";"12/2013";"1/";"5/2014";"Agency-specific tools";"Cluster - Philippines Shelter Cluster";"Conditional grant, To be spent on housing repairs., Direct cash, Remittance company / Money transfer services, 18344, 2#";"Cash transfer + in-kind (or other) - Corrugated galvanised iron sheeting";"";"";"";"";"English";"Conditional cash grant - shelter repair. Typhoon Haiyan Recovery Programme.";"yes";"";""
"968";"Mercy Corps";"";"";"Dem. Rep. Congo";"Nord-Kivu - 4350, Orientale - 4350";"";"The objective of the project is to support conflict-affected households to meet basic needs through targeted cash-based assistance, while strengthening local markets and helping build community resilience to future conflict-related shocks";"Other, Food security and livelihood, Nutrition, Shelter, settlement, NFI, Water supply, sanitation and hygiene promotion, Education, Public health, Protection, Market based intervention, Multisector";"8700";"UNICEF - 200000, Department for International Development (DFID) - 1926403";"2126403";"2088000";"Rural - Sedentary";"11/2013";"5/2015";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"Technical Working Group - Cash Working Group Nord Kivu, National coordination - Local and provincial OCHA coordination meetings, Other - Communications/meetings with other humanitarian agencies";"Unconditional grant, Prepaid card, Remittance company, 4306, 60, 4#Unconditional grant, Bank transfer, Micro-finance institution, 4394, 60, 4#";"Cash transfer only (cash or voucher)";"Solenne DELGA";"Directrice de la Division Réponse, Relèvement, Résilience (3R)";"sdelga@cd.mercycorps.org";"www.mercycorps.org/countries/drcongo";"English";"This programme is part of Alternative Responses to Communities in Crisis (ARCC) II coodinated by UNICEF,implemented by Concern Worldwide, Mercy Corps and Solidarités and funded by DfID. ARCC II has two components, humanitarian assistance and operational research";"no";"";""
"969";"Solidarités International";"";"";"Dem. Rep. Congo";"Nord-Kivu - 5000, Orientale - 5000";"";"Aider des populations affectées par les conséquences à long terme des crises humanitaires à couvrir leurs besoins prioritaires par des méthodes monétaires appropriées";"Other, Food security and livelihood, Nutrition, Shelter, settlement, NFI, Water supply, sanitation and hygiene promotion, Education, Public health, Protection, Market based intervention, Multisectoral";"10000";"German Natcom - 735000, Department for International Development (DFID) - 1097500";"1832500";"1100000";"Rural - Sedentary";"11/2013";"5/2015";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"Technical Working Group - Cash Working Group Nord Kivu, Other - Communications/meetings with other humanitarian agencies, National coordination - Local qnd provinciql OCHA coordination meetings";"Unconditional grant, Bank transfer, Micro-finance institution, 5000, 110, 1#Vouchers, Paper- Cash voucher, Remittance company, 5000, 110, 1#";"Cash transfer only (cash or voucher)";"Mercedes Bosch";"Chef de Mission Est (RDC)";"est.cdm@solidarites-rdc.org";"www.solidarites.org";"English";"This programme is part of Alternative Responses to Communities in Crisis (ARCC) II coodinated by UNICEF,implemented by Concern Worldwide, Mercy Corps and Solidarités and funded by DfID. ARCC II has two components, humanitarian assistance and operational research";"yes";"";""
"979";"Solidarités International";"";"ACTED, Care International, IRC, World Vision, Save the Children";"Lebanon";"North Lebanon - 110196";"";"Targeted severely economically vulnerable populations have improved access to essential goods and services of their choice in a safe, dignified, and empowered manner";"Food security and livelihood";"110196";"Department for International Development (DFID), ECHO";"";"2254080";"Urban";"13/2014";"8/2016";"1/";"";"";"Unconditional grant, Smart card, 1174, 160, 12#";"Cash transfer only (cash or voucher)";"Cyril Blin";"CDM";"cdm@solidarites-liban.org, assistdeskp@solidarites.org";"http://www.solidarites.org/fr/";"French";"";"no";"";""
"987";"Diakonie Katastrophenhilfe (DKH)";"";"Programme d'Appui aux Pygmées (PAP-RDC)";"Dem. Rep. Congo";"Nord-Kivu - 5000";"";"Reducing the vulnerability of disaster-stricken populations in Kayna Health Zone.";"Food security and livelihood";"5000";"Diakonie Katastrophenhilfe - 23398, World Food Programme (WFP) - 536138";"559536";"396136";"Rural - Sedentary";"8/2014";"13/2014";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"Cluster, Technical Working Group";"Vouchers, Paper- Cash voucher, Aid agency directly, 3534, 52, 2#Vouchers, Paper- Cash voucher, Aid agency directly, 550, 52, 1#";"Cash transfer only (cash or voucher)";"Désirée Lwambo";"Head of Mission DR Congo";"cdm.diakonie.rdc@gmail.com";"http://www.diakonie-katastrophenhilfe.de/";"English";"";"no";"";""
"1002";"Diakonie Katastrophenhilfe (DKH)";"";"The Lutheran World Federation (LWF)";"Central African Rep.";"Nana-Mambéré - 900, Ouham-Pendé - 900";"";"The target group can cover their most immediate needs and has the means for rehabilitation at the return to their villages";"NFI";"1800";"Diakonie Katastrophenhilfe - 50000, German Federal Foreign Office (GFFO) - 470002";"520002";"149400";"Rural - Sedentary";"10/2013";"6/2014";"1/";"";"None";"Vouchers, NFI, Paper- Commodity voucher, Aid agency directly, 1800, 83, 1#";"Cash transfer + in-kind (or other) - Hygiene Kits (in-kind)";"Annika Jenner";"Project Officer Western Africa";"annika.jenner@diakonie-katastrophenhilfe.de";"www.diakonie-katastrophenhilfe.de";"English";"";"no";"";""
"1004";"Action Contre la Faim - ACF International";"ACF Spain";"";"Philippines";"Iloilo - 1156";"";"To improve the livelihood resilience and food security of farmers, small-scale livestock breeders and fisher folks affected by Typhoon Haiyan in Panay Island, Philippines";"Food security and livelihood";"1156";"Kindernothilfe (KNH) - 300000";"300000";"99416";"";"5/2015";"13/2015";"1/";"";"";"Conditional grant, Restricted to acquisition of tools and materials to start making their livelihoods more resilient, Direct cash, Post Office, 1156, 86, 1#";"";"Julien Jacob";"Senior FSL Advisor";"jjacob@achesp.org";"";"English";"";"yes";"";""
"1012";"Diakonie Katastrophenhilfe (DKH)";"";"";"Germany";"Bayern - 21, Schleswig-Holstein - 21, Sachsen-Anhalt - 21, Sachsen - 21, Thüringen - 21, Niedersachsen - 25";"";"Reconstruction of private property and micro enterprises after the flood 2013 in Germany";"Shelter, settlement";"130";"Arbeitsgemeinschaft der Freien Wohlfahrtspflege - 251000, Deutsche Bank Stiftung - 500000";"751000";"700986";"Urban, Rural - Sedentary";"13/2013";"13/2014";"1/";"";"National coordination";"Conditional grant, Bank transfer, Bank, 129, 5434, 1#";"Cash transfer only (cash or voucher)";"Stefan Schroeer";"Head of Mission DKH Flood Response";"stefan.schroeer@diakonie-katastrophenhilfe.de";"www.diakonie-katastrophenhilfe.de";"English";"";"no";"";""
"1013";"Diakonie Katastrophenhilfe (DKH)";"";"";"Germany";"Sachsen - 5, Schleswig-Holstein - 5, Bayern - 5, Sachsen-Anhalt - 5, Thüringen - 5, Niedersachsen - 8";"";"Reconstruction of private property and micro enterprises after the flood 2013 in Germany";"Shelter, settlement";"33";"Diakonie Katastrophenhilfe - 336000";"336000";"326106";"Urban, Rural - Sedentary";"13/2013";"13/2014";"1/";"";"National coordination";"Conditional grant, Bank transfer, Bank, 33, 9882, 1#";"Cash transfer only (cash or voucher)";"Stefan Schroeer";"Head of Mission DKH Flood Response";"stefan.schroeer@diakonie-katastrophenhilfe.de";"www.diakonie-katastrophenhilfe.de";"English";"";"no";"";""
"1014";"Diakonie Katastrophenhilfe (DKH)";"";"";"Germany";"Schleswig-Holstein - 2, Bayern - 3, Sachsen - 3, Sachsen-Anhalt - 4, Thüringen - 4, Niedersachsen - 4";"";"Reconstruction of micro enterprises after the flood 2013 in Germany";"Market based intervention";"20";"Diakonie Katastrophenhilfe - 131000";"131000";"131000";"Urban, Rural - Sedentary";"13/2013";"13/2014";"1/";"";"National coordination";"Conditional grant, Bank transfer, Bank, 20, 6550, 1#";"Cash transfer only (cash or voucher)";"Stefan Schroeer";"Head of Mission DKH Flood Response";"stefan.schroeer@diakonie-katastrophenhilfe.de";"www.diakonie-katastrophenhilfe.de";"English";"";"no";"";""
"1018";"Diakonie Katastrophenhilfe (DKH)";"";"Programme d'Appui aux Pygmées (PAP-RDC)";"Dem. Rep. Congo";"Nord-Kivu - 11890";"";"Improving the food security and protection caacity of households in Alimbongon Health Area, Lubero, Nord Kivu.";"Food security and livelihood";"11890";"ECHO - 1280576";"1280576";"372180";"Rural - Sedentary";"4/2013";"6/2014";"1/";"Agency-specific tools";"Cluster";"Vouchers, Paper- Commodity voucher, Aid agency directly, 3150, 47, 1#Unconditional grant, Direct cash, 2410, 31, 3#";"Cash transfer + in-kind (or other)";"Desiree Lwambo";"Head of Mission DKH in DRC";"cdm.diakonie.rdc@gmail.com";"http://www.diakonie-katastrophenhilfe.de";"English";"";"yes";"";""
"1020";"Diakonie Katastrophenhilfe (DKH)";"";"Programme d'Appui aux Pygmées (PAP-RDC)";"Dem. Rep. Congo";"Nord-Kivu - 3200";"";"Inproving the food security of vulnerable Households in Alimbongo Health Zone";"Food security and livelihood";"3200";"Diakonie Katastrophenhilfe - 20942, World Food Programme (WFP) - 500186";"521128";"423660";"Rural - Sedentary";"8/2013";"11/2013";"1/";"Agency-specific tools";"Cluster";"Vouchers, Paper- Commodity voucher, Aid agency directly, 3070, 46, 3#";"Cash transfer only (cash or voucher)";"Desiree Lwambo";"Head of Mission DKH in DRC";"cdm.diakonie.rdc@gmail.com";"http://www.diakonie-katastrophenhilfe.de";"English";"";"yes";"";""
"1048";"Solidarités International";"";"";"Mali";"Timbuktu - 68061";"";"Un modèle de filets sociaux saisonniers visant à couvrir les besoins alimentaires et non alimentaires des ménages les plus durement touchés par les crises alimentaire et politico-militaire de 2012 et 2013 dans les régions du Nord Mali est développé, documenté et partagé.";"Food security and livelihood";"68061";"ECHO - 2540000";"2540000";"1417752";"";"4/2014";"7/2015";"1/";"";"";"Unconditional grant, Direct cash, 59073, 8, 3#";"";"";"";"";"";"French";"";"yes";"";""
"1062";"Action Contre la Faim - ACF International";"ACF France";"Shushilan";"Bangladesh";"Khulna - 15000";"";"Recovery project to support livelihoods after localized flooding and waterlogging in numerous parts of southwestern Bangladesh";"Other, Food security and livelihood, DRR";"15000";"Others - 2921277";"2921277";"405000";"";"4/2014";"10/2014";"1/";"";"";"Cash for work, Mobile phone, Telecom company - mobile money, 3000, 3, 45#";"";"";"";"";"";"English";"";"yes";"";"Internal Project ID - D4N-O"
"1063";"Action Contre la Faim - ACF International";"ACF France";"";"Afghanistan";"Ghor - 1200";"";"Améliorer la sécurité alimentaire de la population sévèrement affectée par la sécheresse et hautement vulnérable à travers une intervention monétaire (argent contre travail) et un soutien à court terme à la production alimentaire dans l’Ouest du district de Chaghcharan dans la Province de Ghor.";"Food security and livelihood";"1200";"Comité Interministériel pour l'Agriculture et l'Alimentation (CIAA) - 270000";"270000";"48000";"Rural - Sedentary, Rural - Pastoralist";"4/2014";"12/2014";"1/";"";"";"Cash for work, Direct cash, Hawala, 1200, 4, 10#";"Cash transfer + in-kind (or other) - Distribution d'intrants agricoles de base";"";"";"";"";"English";"";"yes";"";"Internal Project ID - E9A"
"1064";"Action Contre la Faim - ACF International";"ACF France";"UNICEF";"Jordan";"Irbid - 3500";"";"To improve the living conditions of displaced, refugees and hosting communities affected by the Syrian crisis";"Other, Food security and livelihood, Water supply, sanitation and hygiene promotion, Mental health and care practice";"3500";"Action Contre la Faim - ACF International - 130680, UNICEF - 401356, European Commission Humanitarian Office (ECHO) - 5650000";"6182036";"82695";"";"11/2013";"5/2015";"1/";"";"";"Unconditional grant, Direct cash, Aid agency directly, 555, 149, 1#";"";"";"";"";"";"English";"";"yes";"";"Internal Project ID - A1A, A1B, D3A H0A, Z6C…"
"1065";"Action Contre la Faim - ACF International";"ACF France";"";"Central African Rep.";"Bangui - 4735";"";"Prévenir la malnutrition aigüe par une amélioration de l’accès et de la disponibilité alimentaires des ménages vulnérables du 7ème arrondissements de Bangui";"Food security and livelihood";"4735";"Comité Interministériel pour l'Agriculture et l'Alimentation (CIAA) - 350000";"350000";"738660";"Urban";"9/2013";"6/2014";"1/";"";"";"Vouchers, families with child treated for SAM, Paper- Commodity voucher, Aid agency directly, 4735, 26, 6#";"";"Chloé Milloz";"Technical Adviser FSL";"cmi@actioncontrelafaim.org";"http://www.actioncontrelafaim.org/";"English";"";"yes";"";"Internal Project ID - E9A"
"1066";"Action Contre la Faim - ACF International";"ACF France";"";"Central African Rep.";"Bangui - 5250";"";"Prévenir la malnutrition aigüe par une amélioration de l’accès et de la disponibilité alimentaires des ménages vulnérables du 7ème arrondissements de Bangui";"Food security and livelihood";"5250";"Comité Interministériel pour l'Agriculture et l'Alimentation (CIAA) - 350000";"350000";"441000";"Urban";"4/2014";"6/2014";"1/";"";"";"Vouchers, families with child treated for SAM, Paper- Commodity voucher, Aid agency directly, 5250, 14, 6#";"";"Chloé Milloz";"Technical Adviser FSL";"cmi@actioncontrelafaim.org";"http://www.actioncontrelafaim.org/";"English";"";"yes";"";"Internal Project ID - E9B"
"1067";"Action Contre la Faim - ACF International";"ACF France";"";"Central African Rep.";"Bangui - 9000";"";"Prévenir la malnutrition aiguë (modérée et sévère) chez les femmes enceintes et allaitantes, et les enfants de moins de 2 ans à Bangui";"Other, Food security and livelihood, Mental health and care practice";"9000";"Comité Interministériel pour l'Agriculture et l'Alimentation (CIAA) - 395000";"395000";"918000";"";"9/2014";"3/2015";"1/";"";"";"Vouchers, Paper- Commodity voucher, Aid agency directly, 9000, 17, 6#";"";"Chloé Milloz";"Technical Adviser FSL";"cmi@actioncontrelafaim.org";"http://www.actioncontrelafaim.org/";"English";"";"yes";"";"Internal Project ID - E9C"
"1068";"Action Contre la Faim - ACF International";"ACF France";"";"Burkina Faso";"Tapoa - 71393";"";"Integrated support to fight undernutrition and reinforce resilience in Eastern Burkina Faso, ensure continuity of ACF programming in the country";"Food security and livelihood, Nutrition, Water supply, sanitation and hygiene promotion";"71393";"European Commission Humanitarian Office (ECHO) - 1450000";"1450000";"48000";"Rural - Sedentary, Rural - Pastoralist";"3/2015";"2/2016";"1/";"";"";"Unconditional grant, Direct cash, Aid agency directly, 600, 80, 1#";"";"Alexandre Le Cuziat, Thomas Loreaux";"";"alecuziat@actioncontrelafaim.org, cdm@bf.missions-acf.org";"www.actioncontrelafaim.org";"English";"";"yes";"";"Internal Project ID - A1K"
"1069";"Action Contre la Faim - ACF International";"ACF France";"GRET";"Burkina Faso";"Tapoa - 600";"";"Reinforce the resilience of poor and very poor populations and improve food security in the most-affected regions of the 2012 crisis";"Food security and livelihood";"600";"EuropeAid - 550000";"550000";"732000";"Rural - Sedentary, Rural - Pastoralist";"13/2012";"13/2014";"1/";"";"";"Unconditional grant, Direct cash, 6000, 61, 2#";"Cash transfer only (cash or voucher)";"Vincent Taillandier, Anne Bichard";"";"vtaillandier@actioncontrelafaim.org, cdm@bf.missions-acf.org";"www.actioncontrelafaim.org";"English";"";"yes";"";"Internal Project ID - A3C"
"1070";"Action Contre la Faim - ACF International";"ACF France";"";"Chad";"Kanem - 15538";"";"Protection de la sécurité alimentaire et des moyens d'existence des ménages très pauvres affectés par la mauvaise campagne agropastorale 2013-2014 dans la région du Kanem";"Food security and livelihood";"15538";"European Commission Humanitarian Office (ECHO), Department for International Development (DFID), Others - 775476";"775476";"746212";"Rural - Sedentary, Rural - Pastoralist";"8/2014";"13/2014";"1/";"";"";"Unconditional grant, Direct cash, Aid agency directly, 1128, 46, 4#Unconditional grant, Direct cash, Aid agency directly, 6040, 23, 3#Unconditional grant, Direct cash, Aid agency directly, 1325, 23, 4#";"";"Clément Cazaubon";"Country Director";"cdm@td.missions-acf.org";"www.actioncontrelafaim.org";"English";"";"yes";"";"Internal Project ID - D4X"
"1071";"Action Contre la Faim - ACF International";"ACF France";"";"Chad";"Barh El Gazel - 12660";"";"Renforcer durablement les moyens de subsistance, liés à l'élevage et à l'agriculture, des agropasteurs de la région du Bahr el Gazal Sud";"Food security and livelihood, Water supply, sanitation and hygiene promotion";"12660";"EuropeAid - 815940";"815940";"6900";"";"2/2013";"2/2015";"1/";"";"";"Unconditional grant, Direct cash, Aid agency directly, 100, 23, 3#";"Cash transfer + in-kind (or other) - Kit";"";"";"";"";"English";"";"yes";"";"Internal Project ID - A3B"
"1072";"Action Contre la Faim - ACF International";"ACF France";"";"Chad";"Kanem - 40100";"";"Prevention and management of nutrition insecurity in the Sahelian strip";"Food security and livelihood, Nutrition";"40100";"European Commission Humanitarian Office (ECHO) - 2515000";"2515000";"342000";"";"6/2013";"5/2014";"1/";"";"";"Conditional grant, Beneficiaries must attend workshops on hand-washing and using boiled water, Mobile phone, Telecom company - mobile banking, 6000, 19, 3#";"Cash transfer + in-kind (or other) - WFP food ration";"";"";"";"";"English";"";"yes";"";"Internal Project ID - A1P"
"1073";"Action Contre la Faim - ACF International";"ACF France";"";"Chad";"Kanem - 22800";"";"Combat malnutrition through a progressive support system in the Kanem district; re-enforce malnutrition prevention by improving access to child healthcare and nutrition";"Food security and livelihood, Nutrition, Water supply, sanitation and hygiene promotion";"22800";"European Commission Humanitarian Office (ECHO) - 1500000";"1500000";"668800";"";"2/2014";"4/2015";"1/";"";"";"Conditional grant, Must attend nutrition education workshops, Mobile phone, Telecom company - mobile banking, 3800, 44, 4#";"";"";"";"";"";"English";"";"yes";"";"Internal Project ID - A1Q"
"1074";"Action Contre la Faim - ACF International";"ACF France";"";"Somalia";"Banaadir - 1800";"";"""ACF intends to target mainly Severe Acute Malnutrition among
under-5 and Pregnant and Lactating Women in Bakool Region and Mogadishu, as well as small-scale
disaster affected persons in Mogadishu""";"Food security and livelihood, Nutrition, Water supply, sanitation and hygiene promotion";"1800";"European Commission Humanitarian Office (ECHO) - 1500000";"1500000";"216000";"Rural - Sedentary, Rural - Pastoralist";"5/2014";"13/2014";"1/";"";"";"Unconditional grant, Direct cash, Aid agency directly, 300, 80, 9#";"Cash transfer + in-kind (or other) - RUTF-F100, F75, Plumpynut, Resomal; registers and cards, ID bracelets, megaphones; IMAM guides; IEC materials; Drugs - Albendazole, Vit A, nutrient supplements";"Sebastian Weber + Eric de Monval";"";"hom@so.missions-acf.org, edemonval@actioncontrelafaim.org";"www.actioncontrelafaim.org";"English";"Provide money to 300 selected (most vulnerable) households in Tabelaha IDP camp as emergency relief intended to meet their basic needs for food and non-food items as well as for services and to buy assets essential for the recovery of their livelihoods.";"yes";"";"Internal Project ID - A127"
"1082";"Action Contre la Faim - ACF International";"ACF France";"Territorial Centers for Social Services - to be confirmed";"Ukraine";"Luhans'k - 1125";"Severodonetsk, Luhans'k";"To provide improved access to basic food, hygiene and psychosocial care to the most conflict-affected, vulnerable people in Eastern Ukraine";"Other, Food security and livelihood, NFI, NFI for Hygiene";"2625";"SIDA - 159961, ECHO - 500000";"659961";"113250";"Urban";"5/2015";"11/2015";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"Cluster, Technical Working Group";"Vouchers, Digital- Cash voucher, Price listing and monitoring, Supermarkets, 900, 10, 5#Vouchers, Digital- Cash voucher, Supermarkets, 600, 10, 2#Vouchers, Digital- Cash voucher, Supermarkets, 1125, 10, 5#";"Cash transfer only (cash or voucher)";"Viktor Avtonomov";"Program Manager";"progmanager@ua.missions-acf.org";"www.actioncontrelafaim.org";"English";"";"yes";"";""
"1085";"Welthungerhilfe (WHH) Germany";"";"Thardeep Rural Development Foundation";"Pakistan";"Sind - 4500";"";"To reduce the level of malnutrition in vulnerable communities in Sindh affected by drought through an integrated nutrition-specific and nutrition-sensitive response";"Food security and livelihood, Nutrition";"4500";"European Commission Humanitarian Office (ECHO) - 911170";"911170";"270000";"Rural - Sedentary, Rural - Pastoralist";"6/2015";"6/2016";"1/";"";"Technical Working Group";"Cash for training, Mobile phone, 4500, 60, 1#";"";"Richard Blane";"Programme Coordinator";"richard.blane@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
"1086";"Welthungerhilfe (WHH) Germany";"";"Thardeep Rural Development Programme";"Pakistan";"Sind - 2000";"";"Emergency response for drought affected households in Tharparkar, Sindh, Pakistan";"Food security and livelihood, Water supply, sanitation and hygiene promotion";"2000";"German Federal Foreign Office (GFFO) - 666176";"666176";"54740";"Rural - Sedentary, Rural - Pastoralist";"6/2015";"3/2016";"1/";"";"Technical Working Group";"Cash for work, Mobile phone, Telecom company - mobile money, 644, 85, 1#";"Cash transfer only (cash or voucher)";"Richard Blane";"Programme Coordinator";"richard.blane@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
"1087";"Welthungerhilfe (WHH) Germany";"";"";"Haiti";"Nord-Ouest - 2860";"";"Sustainable food security by increasing agricultural productivity";"Food security and livelihood";"2860";"German Federal Ministry for Economic Cooperation and Development (BMZ) - 1067500";"1067500";"148720";"";"11/2012";"10/2014";"1/";"";"";"Cash for work, Direct cash, 2860, 52, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1088";"Welthungerhilfe (WHH) Germany";"";"";"Haiti";"Nord-Ouest - 1033";"";"Agricultural production improvement through watershed management and ravine protection";"Food security and livelihood";"1033";"World Food Programme (WFP) - 330000";"330000";"300603";"";"4/2013";"1/";"7/2013";"";"";"Cash for work, Direct cash, 1033, 97, 3#";"";"";"";"";"";"English";"";"yes";"";""
"1089";"Welthungerhilfe (WHH) Germany";"";"";"Haiti";"Nord-Ouest - 2927";"";"Enhancing the resilience of local communities through anti-erosive measures on exposed ravines and slopes";"Food security and livelihood";"2927";"World Food Programme (WFP) - 438500";"438500";"354320";"";"11/2014";"1/";"2/2015";"";"";"Cash for work, Direct cash, 2927, 61, 2#";"";"";"";"";"";"English";"";"yes";"";""
"1093";"Welthungerhilfe (WHH) Germany";"";"";"Kenya";"Eastern - 24000";"";"Improving Resilience of Drought Prone Rural Communities through Water, Sanitation and Hygiene Initiatives in Eastern Province";"Water supply, sanitation and hygiene promotion";"24000";"USAID/OFDA - 50000";"50000";"200000";"";"8/2012";"8/2013";"1/";"Agency-specific tools";"Other - WESCOORD, CSGs";"Cash for work, no conditionality, Direct cash, Aid agency directly, Welthungerhilfe, Welthungerhilfe, 5000, 20, 2#";"Cash transfer only (cash or voucher)";"Juergen Mika";"Cash and Markets Advisor, Emergency response team";"";"";"English";"N/A";"yes";"";""
"1095";"Welthungerhilfe (WHH) Germany";"National Entity";"Self Implementation";"Kenya";"Coast - 17000";"";"Water Supply, Kitchen gardens, dryland farming and adapted seed management, agricultural land protected and improved, improvement of livestock management";"Food security and livelihood, Water supply, sanitation and hygiene promotion";"17000";"German Federal Ministry for Economic Cooperation and Development (BMZ) - 766335";"766335";"1947000";"Rural - Sedentary, Rural - Pastoralist";"11/2012";"5/2013";"1/";"Agency-specific tools";"Cluster";"Cash for work, Direct cash, Aid agency directly, Welthungerhilfe, Welthungerhilfe, 12980, 30, 5#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"yes";"";""
"1096";"Welthungerhilfe (WHH) Germany";"National Entity";"Self Implementation";"Kenya";"Eastern - 36909";"";"Strengthen resilience of Drought Prone Rural Communities in Makueni and Kitui Counties";"Water supply, sanitation and hygiene promotion";"36909";"USAID/OFDA - 536624";"536624";"127620";"Rural - Sedentary";"8/2013";"4/2014";"1/";"Agency-specific tools";"Technical Working Group";"Cash for work, n/a, Direct cash, Aid agency directly, Welthungerhilfe, Welthungerhilfe, 4254, 30, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Improved water supply and Hygiene";"yes";"";""
"1097";"Welthungerhilfe (WHH) Germany";"Global Entity";"Self Implementation by Aid Agency";"Kenya";"Rift Valley - 500";"";"School infrastructure Improvement, Water Supply";"Water supply, sanitation and hygiene promotion, Education";"500";"Private donors";"";"20000";"";"3/2015";"13/2015";"1/";"";"";"Cash for work, Direct cash, Aid agency directly, 500, 20, 2#";"";"Juergen Mika";"Cash and Markets Advisor, Emergency Response Team";"";"";"English";"Construction of classrooms, water tank and Hygiene awareness.";"yes";"";""
"1098";"Welthungerhilfe (WHH) Germany";"Global Entity";"Self Implementation by aid agency";"Kenya";"Eastern - 500";"";"School Infrastructure Development, Water Supply, Hygiene Awareness";"Water supply, sanitation and hygiene promotion, Education";"500";"Private donors - 183000";"183000";"20000";"";"2/2015";"2/2016";"1/";"Agency-specific tools";"Technical Working Group";"Cash for work, Direct cash, Aid agency directly, 500, 20, 2#";"";"";"";"";"";"English";"";"yes";"";""
"1101";"Welthungerhilfe (WHH) Germany";"";"Metta Development Foundation";"Myanmar";"Kachin - 20000";"";"Improving the living conditions of at least 20.000 IDP in Kachin and Northern Shan State";"Food security and livelihood";"20000";"Welthungerhilfe (WHH) Germany - 125000, German Federal Foreign Office (GFFO) - 810000";"935000";"240000";"";"7/2015";"6/2016";"1/";"";"Cluster - various clusters on local, regional and national level";"Unconditional grant, N/A, Direct cash, Aid agency directly, N/A, N/A, 20000, 6, 2#";"Cash transfer only (cash or voucher)";"Lukas Frohofer";"Programme Coordinator";"lukas.frohofer@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"Due to ongoing fighting between ethnic armed groups and the Myanmar army more than 120.000 people had to leave their houses and live now in IDP camps. Even after four years these IDP depend on humanitarian assistance and therefore, the project provided unconditional cash grants to 20.000 IDP and food to 4500 IDP, rehabilitated or reconstructed shelter, and improved access to water as well as improved hygiene behaviour";"yes";"";""
"1105";"Welthungerhilfe (WHH) Germany";"";"";"Sudan";"North Darfur - 117540";"";"Diversification of diets, encouragement of local farmers, stabilize local markets, build capacities of small traders, link local markets with voucher distribution centers";"Food security and livelihood";"117540";"World Food Programme (WFP) - 8367481";"8367481";"7052400";"";"2/2014";"13/2014";"1/";"";"";"Vouchers, Paper- Cash voucher, 117540, 5, 12#";"";"";"";"";"";"English";"";"yes";"";""
"1106";"Welthungerhilfe (WHH) Germany";"";"";"Sudan";"North Darfur - 101682";"";"Improve diet variation, meet individual food needs, strengthen local markets";"Food security and livelihood";"101682";"World Food Programme (WFP) - 3937847";"3937847";"3660552";"";"2/2015";"7/2015";"1/";"";"";"Vouchers, Paper- Cash voucher, 101682, 6, 6#";"";"";"";"";"";"English";"";"yes";"";""
"1107";"Welthungerhilfe (WHH) Germany";"";"";"Sudan";"North Darfur - 101682";"";"Improve diet variation, meet individual food needs, strengthen local market structure";"Food security and livelihood";"101682";"World Food Programme (WFP) - 4339903";"4339903";"3660552";"";"8/2015";"13/2015";"1/";"";"";"Vouchers, Paper- Cash voucher, 101682, 6, 6#";"";"";"";"";"";"English";"";"yes";"";""
